Gene_ID	binary
148641	0
7429	0
27111	0
7172	0
10611	0
7057	0
25932	0
3384	0
352954	0
51280	0
84152	0
53345	0
282809	0
-	0
158326	0
5223	0
4688	0
93973	0
10124	0
114907	0
54806	0
